Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P_per100,3PA,3P%,2P_per100,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,ID,customID
107,Pat Connaughton,SG,28,MIL,69,4,1575,5,11.5,0.434,3,8.1,0.371,2,3.4,0.583,0.9,1.2,0.775,1.9,8,9.9,2.4,1.5,0.7,1,3,14,121,112,connapa01,Pat ConnaughtonMIL
108,Quinn Cook,PG,27,TOT,23,0,157,9.1,21.2,0.426,3.4,8.1,0.423,5.6,13.1,0.429,2.2,2.5,0.875,0.6,4.7,5.3,5.6,1.2,0.3,2.2,3.1,23.7,107,114,cookqu01,Quinn CookTOT
108,Quinn Cook,PG,27,LAL,16,0,62,9.4,20.4,0.462,3.9,10.2,0.385,5.5,10.2,0.538,3.1,3.9,0.8,0,3.9,3.9,3.9,0.8,0.8,2.4,1.6,25.9,111,111,cookqu01,Quinn CookLAL
108,Quinn Cook,PG,27,CLE,7,0,95,8.8,21.8,0.405,3.1,6.7,0.462,5.7,15.1,0.379,1.6,1.6,1,1,5.2,6.2,6.7,1.6,0,2.1,4.2,22.3,105,117,cookqu01,Quinn CookCLE
109,Tyler Cook,SF-PF,23,TOT,32,1,438,7.7,11.5,0.67,0.1,0.2,0.5,7.6,11.3,0.673,1.9,3.9,0.486,3.1,7.5,10.6,1.9,0.9,0.2,2.4,3.9,17.5,118,115,cookty01,Tyler CookTOT
109,Tyler Cook,PF,23,BRK,4,0,17,2.8,8.5,0.333,0,0,,2.8,8.5,0.333,0,0,,2.8,2.8,5.7,5.7,0,0,2.8,5.7,5.7,88,121,cookty01,Tyler CookBRK
109,Tyler Cook,SF,23,DET,28,1,421,7.9,11.7,0.68,0.1,0.2,0.5,7.8,11.4,0.684,2,4.1,0.486,3.1,7.7,10.8,1.7,0.9,0.2,2.3,3.8,17.9,119,114,cookty01,Tyler CookDET
110,DeMarcus Cousins,C,30,TOT,41,11,713,8.7,20.5,0.426,3.2,9.1,0.348,5.6,11.4,0.488,4,5.4,0.728,3.6,14.1,17.7,5.1,2.3,1.6,4.3,7.2,24.6,103,107,couside01,DeMarcus CousinsTOT
110,DeMarcus Cousins,C,30,HOU,25,11,506,7.4,19.6,0.376,3.6,10.8,0.336,3.7,8.8,0.426,4.1,5.5,0.746,2.8,15.1,17.9,5.6,2,1.7,3.6,6.9,22.5,102,108,couside01,DeMarcus CousinsHOU
110,DeMarcus Cousins,C,30,LAC,16,0,207,12.2,22.7,0.537,1.9,4.5,0.421,10.3,18.2,0.566,3.6,5.3,0.682,5.5,11.7,17.2,3.8,3.1,1.4,6,7.9,29.9,106,104,couside01,DeMarcus CousinsLAC
111,Robert Covington,PF,30,POR,70,70,2243,4.4,11.1,0.401,2.9,7.7,0.379,1.5,3.3,0.451,1.1,1.3,0.806,1.3,8.8,10.1,2.5,2.2,1.8,1.4,4.2,12.9,113,112,covinro01,Robert CovingtonPOR
112,Torrey Craig,SF,30,TOT,50,8,803,6.6,13.8,0.48,2.4,6.4,0.368,4.2,7.3,0.579,1,1.3,0.773,3.5,8.5,12,3,1.7,1.6,1.5,5,16.6,120,109,craigto01,Torrey CraigTOT
112,Torrey Craig,SF,30,MIL,18,0,201,4.2,10.7,0.391,1.9,5.1,0.364,2.3,5.6,0.417,0.2,0.5,0.5,3,7,10,3.7,2.1,1.6,1.2,5.6,10.5,113,109,craigto01,Torrey CraigMIL
112,Torrey Craig,SF,30,PHO,32,8,602,7.5,14.8,0.503,2.5,6.9,0.369,4.9,8,0.619,1.3,1.6,0.8,3.6,9,12.6,2.7,1.6,1.6,1.6,4.8,18.8,121,109,craigto01,Torrey CraigPHO
113,Jae Crowder,PF,30,PHO,60,42,1648,6,14.7,0.404,4.4,11.4,0.389,1.5,3.4,0.455,1.7,2.2,0.76,1,7.5,8.4,3.8,1.4,0.8,1.6,3.7,18.1,113,111,crowdja01,Jae CrowderPHO
114,Jarrett Culver,SG,21,MIN,34,7,499,6.5,15.9,0.411,1.2,5,0.245,5.3,10.9,0.487,2.7,4.5,0.604,3.2,6.6,9.8,2.3,1.6,0.9,2.7,5.5,17,96,115,culveja01,Jarrett CulverMIN
115,Seth Curry,SG,30,PHI,57,57,1638,7.6,16.3,0.467,3.7,8.2,0.45,3.9,8,0.485,2,2.3,0.896,0.3,3.7,4,4.6,1.3,0.2,1.9,2.8,20.9,118,112,curryse01,Seth CurryPHI
116,Stephen Curry,PG,32,GSW,63,63,2152,14.4,29.8,0.482,7.4,17.5,0.421,7,12.3,0.569,7.9,8.6,0.916,0.6,6.9,7.5,7.9,1.7,0.2,4.6,2.6,44,119,111,curryst01,Stephen CurryGSW
117,Nate Darling,SG,22,CHO,7,0,26,3.8,13.1,0.286,3.8,13.1,0.286,0,0,,5.6,5.6,1,1.9,0,1.9,1.9,0,1.9,1.9,1.9,16.9,110,120,darlina01,Nate DarlingCHO
118,Anthony Davis,PF,27,LAL,36,36,1162,12.6,25.7,0.491,1.1,4.2,0.26,11.5,21.5,0.536,6.6,9,0.738,2.6,9.4,12,4.6,1.9,2.5,3.1,2.5,32.9,110,104,davisan02,Anthony DavisLAL
119,Ed Davis,C,31,MIN,23,7,299,3,7,0.432,0,0,,3,7,0.432,1.6,1.9,0.833,7.3,10.9,18.2,3.3,2.1,2.1,1.1,8.8,7.6,130,110,davised01,Ed DavisMIN
120,Terence Davis,SG,23,TOT,61,4,1074,8.7,20.5,0.428,4.4,12,0.367,4.4,8.5,0.513,2,2.5,0.818,0.9,6,6.9,3.7,2,0.6,2.8,4.4,23.9,104,115,daviste02,Terence DavisTOT
120,Terence Davis,SG,23,TOR,34,4,493,8.5,20.6,0.414,4.3,12,0.361,4.2,8.6,0.489,1.6,1.8,0.889,0.9,5.6,6.5,3.6,1.7,0.7,2.8,4.7,23,101,114,daviste02,Terence DavisTOR
120,Terence Davis,SG,23,SAC,27,0,581,8.9,20.3,0.439,4.5,12,0.372,4.5,8.3,0.535,2.4,3.1,0.784,0.9,6.4,7.3,3.8,2.2,0.6,2.8,4,24.7,107,116,daviste02,Terence DavisSAC
121,Gabriel Deck,PF,25,OKC,10,0,212,7.2,15,0.478,0.4,3.4,0.133,6.7,11.7,0.577,4,4.9,0.818,3.6,5.4,9,5.4,1.8,0,1.3,2,18.8,121,115,deckga01,Gabriel DeckOKC
122,Dewayne Dedmon,C,31,MIA,16,0,210,10.9,15.4,0.708,0.2,1.2,0.2,10.6,14.2,0.75,4.7,6.4,0.741,6.6,13.7,20.3,2.8,2.1,1.4,3.1,8.5,26.7,135,105,dedmode01,Dewayne DedmonMIA
123,Matthew Dellavedova,PG,30,CLE,13,1,224,3.1,12.3,0.25,0.9,5.5,0.16,2.2,6.8,0.323,0.9,0.9,1,1.3,4,5.3,12.8,0.9,0.2,1.3,4.6,7.9,101,118,dellama01,Matthew DellavedovaCLE
124,DeMar DeRozan,PF,31,SAS,61,61,2056,10.7,21.7,0.495,0.4,1.7,0.257,10.3,20,0.515,9.1,10.4,0.88,0.9,5.2,6.1,10,1.3,0.4,2.8,3,31.1,122,115,derozde01,DeMar DeRozanSAS
125,Mamadi Diakite,PF,24,MIL,14,1,141,5.3,13.3,0.4,0.3,2.7,0.125,5,10.7,0.469,3.7,4.7,0.786,2.7,8.7,11.3,2.7,2.3,2,1,5.3,14.7,110,108,diakima01,Mamadi DiakiteMIL
126,Hamidou Diallo,SG-SF,22,TOT,52,9,1226,8.8,18.4,0.477,1.1,3.2,0.341,7.7,15.2,0.505,5,7.8,0.64,2.3,8.4,10.7,4,1.6,0.9,3,5.3,23.7,106,112,diallha01,Hamidou DialloTOT
126,Hamidou Diallo,SG,22,OKC,32,5,761,8.9,18.6,0.481,0.7,2.6,0.293,8.2,16,0.512,5.2,8.2,0.629,2.3,8,10.3,4.8,1.9,0.7,3.1,5.2,23.8,106,112,diallha01,Hamidou DialloOKC
126,Hamidou Diallo,SF,22,DET,20,4,465,8.5,18.3,0.468,1.7,4.3,0.39,6.9,13.9,0.492,4.7,7.2,0.662,2.3,9,11.3,2.5,1.1,1.3,2.8,5.4,23.5,105,112,diallha01,Hamidou DialloDET
127,Gorgui Dieng,C,31,TOT,38,1,552,7.4,14.2,0.521,2.6,6.1,0.429,4.8,8.1,0.591,5,5.8,0.866,3.5,8.7,12.2,4.2,2.3,1.4,2.8,4.9,22.5,127,109,dienggo01,Gorgui DiengTOT
127,Gorgui Dieng,C,31,MEM,22,1,371,7.2,13.9,0.519,3,6.2,0.479,4.3,7.7,0.55,4.9,5.5,0.884,3.6,9,12.6,3.7,2.2,1.8,2.8,4.9,22.3,128,108,dienggo01,Gorgui DiengMEM
127,Gorgui Dieng,C,31,SAS,16,0,181,7.8,14.7,0.527,1.9,5.9,0.318,5.9,8.8,0.667,5.4,6.4,0.833,3.2,8,11.3,5.1,2.4,0.5,2.7,4.8,22.8,125,111,dienggo01,Gorgui DiengSAS
128,Spencer Dinwiddie,SG,27,BRK,3,3,64,4.5,12.1,0.375,1.5,5.3,0.286,3,6.8,0.444,4.5,4.5,1,0,9.8,9.8,6.8,1.5,0.8,3.8,3,15.1,102,112,dinwisp01,Spencer DinwiddieBRK
129,Donte DiVincenzo,SG,24,MIL,66,66,1814,6.5,15.6,0.42,3.4,9,0.379,3.2,6.7,0.475,1.3,1.8,0.718,2.1,7.7,9.8,5.3,1.9,0.4,2.4,2.9,17.8,112,112,divindo01,Donte DiVincenzoMIL
130,Luka Don?i?,PG,21,DAL,66,66,2262,14.1,29.5,0.479,4.2,11.9,0.35,9.9,17.5,0.567,7.5,10.3,0.73,1.2,10.3,11.5,12.4,1.4,0.8,6.1,3.3,39.9,114,111,doncilu01,Luka Don?i?DAL
131,Luguentz Dort,SG,21,OKC,52,52,1543,7.6,19.7,0.387,3.5,10.1,0.343,4.1,9.6,0.432,3.8,5.1,0.744,1.2,4.7,5.8,2.7,1.4,0.6,2.4,4.1,22.5,100,116,dortlu01,Luguentz DortOKC
132,Damyean Dotson,SG,26,CLE,46,7,907,6.5,15.9,0.406,2.5,8.6,0.289,4,7.3,0.545,1.3,2,0.667,0.3,4.8,5.1,4.9,0.9,0.2,2.3,2.3,16.7,99,118,dotsoda01,Damyean DotsonCLE
133,Devon Dotson,PG,21,CHI,11,0,50,10.7,20.4,0.524,1,6.8,0.143,9.7,13.6,0.714,0,0,,1.9,2.9,4.8,6.8,3.9,0,0,2.9,22.3,126,110,dotsode01,Devon DotsonCHI
134,Sekou Doumbouya,PF,20,DET,56,11,869,6,15.9,0.379,1.5,6.5,0.226,4.6,9.4,0.485,2.5,3.6,0.703,2.2,5.9,8.1,2.7,1.4,0.5,2.5,5.3,16.1,93,114,doumbse01,Sekou DoumbouyaDET
135,PJ Dozier,SG,24,DEN,50,6,1088,6.7,16.1,0.417,2.1,6.8,0.315,4.6,9.4,0.49,1.9,3,0.636,1.6,6.7,8.3,4.2,1.4,1,2.1,3.9,17.5,104,113,doziepj01,PJ DozierDEN
136,Goran Dragi?,PG,34,MIA,50,11,1337,8.9,20.6,0.432,3.4,9.1,0.373,5.5,11.6,0.479,3.8,4.5,0.828,0.9,5.4,6.3,8.1,1.2,0.3,4.4,4.2,25,104,114,dragigo01,Goran Dragi?MIA
137,Andre Drummond,C,27,TOT,46,46,1242,11.1,22.6,0.493,0,0.3,0,11.1,22.3,0.5,4.9,8.1,0.6,6.6,15.2,21.8,3.7,2.5,1.9,4.9,5.9,27.1,101,104,drumman01,Andre DrummondTOT
137,Andre Drummond,C,27,CLE,25,25,722,12.3,26,0.474,0,0.5,0,12.3,25.4,0.484,5.3,8.8,0.597,6.9,16.1,23,4.4,2.7,2,5.5,4.7,29.9,97,105,drumman01,Andre DrummondCLE
137,Andre Drummond,C,27,LAL,21,21,520,9.5,18,0.531,0,0,,9.5,18,0.531,4.3,7.1,0.605,6.1,13.9,20,2.8,2.2,1.9,4,7.5,23.4,107,101,drumman01,Andre DrummondLAL
138,Jared Dudley,PF,35,LAL,12,0,81,1.2,5.4,0.222,1.2,3.6,0.333,0,1.8,0,0,0,,2.4,10.2,12.6,3,0.6,0.6,1.2,4.2,3.6,94,108,dudleja01,Jared DudleyLAL
139,Kris Dunn,PG,26,ATL,4,0,45,1.1,13.1,0.083,0,2.2,0,1.1,10.9,0.1,3.3,4.4,0.75,0,6.6,6.6,2.2,2.2,2.2,3.3,10.9,5.5,41,110,dunnkr01,Kris DunnATL
140,Kevin Durant,PF,32,BRK,35,32,1157,13.5,25.1,0.537,3.5,7.9,0.45,10,17.3,0.577,8.8,9.9,0.882,0.5,9.8,10.3,8.1,1,1.9,5,2.9,39.3,122,112,duranke01,Kevin DurantBRK
141,Anthony Edwards,SG,19,MIN,72,55,2314,10.3,24.7,0.417,3.5,10.6,0.329,6.8,14.1,0.483,4.3,5.6,0.776,1.2,5.7,6.9,4.3,1.7,0.7,3.3,2.6,28.4,102,116,edwaran01,Anthony EdwardsMIN
