customID,Dist.,2P,0_3,3_10,10_16,16_3P,3P,Dunks,corner3_att
Brandon IngramNOP,19,0.375,0.125,0,0.125,0.125,0.625,26,0.165
Kyrie IrvingBRK,19.6,0.295,0.114,0.136,0,0.045,0.705,3,0.071
Wes IwunduTOT,17.9,0.35,0.25,0.1,0,0,0.65,8,0.512
Wes IwunduDAL,8.1,1,0,1,0,0,0,5,0.565
Wes IwunduNOP,10,0.722,0.322,0.344,0.033,0.022,0.278,3,0.444
Frank JacksonDET,13.1,0.695,0.175,0.299,0.166,0.056,0.305,4,0.42
Jaren Jackson Jr.MEM,12.9,0.687,0.178,0.318,0.164,0.028,0.313,11,0.267
Josh JacksonDET,13.5,0.71,0.169,0.266,0.169,0.105,0.29,23,0.268
Justin JacksonTOT,13.6,0.664,0.222,0.246,0.124,0.071,0.336,1,0.162
Justin JacksonOKC,20.7,0.272,0.104,0.048,0.044,0.076,0.728,1,0.171
Justin JacksonMIL,21.1,0.266,0.1,0.037,0.05,0.079,0.734,0,0
Reggie JacksonLAC,20,0.284,0.113,0.074,0.029,0.069,0.716,8,0.22
Justin JamesSAC,5.5,0.983,0.5,0.273,0.2,0.01,0.017,5,0.342
LeBron JamesLAL,19.6,0.42,0.089,0.096,0.102,0.134,0.58,48,0.077
Mike JamesBRK,19.9,0.389,0.099,0.084,0.084,0.122,0.611,1,0.226
DaQuan JeffriesTOT,18.1,0.577,0.038,0.154,0.192,0.192,0.423,10,0.388
DaQuan JeffriesSAC,17.3,0.75,0,0.25,0,0.5,0.25,4,0.429
DaQuan JeffriesHOU,15.3,0.534,0.17,0.243,0.069,0.053,0.466,6,0.359
Ty JeromeOKC,12.8,0.662,0.297,0.204,0.1,0.059,0.338,0,0.155
Isaiah JoePHI,16.9,0.409,0.207,0.116,0.045,0.04,0.591,0,0.198
Alize JohnsonBRK,15.2,0.541,0.311,0.081,0.068,0.081,0.459,1,0.333
Cameron JohnsonPHO,27,0,0,0,0,0,1,20,0.379
James JohnsonTOT,17.8,0.333,0.146,0.138,0.033,0.016,0.667,12,0.433
James JohnsonDAL,4.5,0.932,0.63,0.251,0.037,0.014,0.068,5,0.533
James JohnsonNOP,20.2,0.307,0.089,0.119,0.04,0.059,0.693,7,0.333
Keldon JohnsonSAS,18,0.459,0.109,0.136,0.136,0.079,0.541,27,0.238
Stanley JohnsonTOR,19.9,0.333,0,0.333,0,0,0.667,4,0.314
Tyler JohnsonBRK,20.1,0.34,0.09,0.09,0.125,0.035,0.66,0,0.311
Nikola Joki?DEN,21.1,0.222,0.111,0.056,0.028,0.028,0.778,45,0.034
Damian JonesTOT,19.8,0.38,0.083,0.102,0.157,0.037,0.62,31,0.2
Damian JonesPHO,1.5,1,1,0,0,0,0,3,0
Damian JonesLAL,13.9,0.661,0.219,0.179,0.153,0.11,0.339,10,
Damian JonesSAC,5,1,0.5,0.5,0,0,0,18,0.25
Derrick Jones Jr.POR,19.4,0.373,0.123,0.13,0.072,0.049,0.627,50,0.522
Mason JonesTOT,13.8,0.666,0.193,0.274,0.105,0.095,0.334,1,0.106
Mason JonesHOU,13.9,0.677,0.182,0.271,0.12,0.104,0.323,0,0.109
Mason JonesPHI,13.7,0.644,0.212,0.279,0.077,0.077,0.356,1,0
Tre JonesSAS,18.1,0.388,0.207,0.116,0.025,0.041,0.612,2,0.4
Tyus JonesMEM,21.3,0.211,0.039,0.147,0.014,0.011,0.789,0,0.3
DeAndre JordanBRK,14.6,0.77,0.14,0.152,0.249,0.229,0.23,137,0
Cory JosephTOT,16.5,0.612,0.093,0.188,0.203,0.128,0.388,0,0.303
Cory JosephSAC,12.3,0.722,0.278,0.167,0.111,0.167,0.278,0,0.362
Cory JosephDET,17.4,0.422,0.166,0.159,0.068,0.029,0.578,0,0.158
Mfiondu KabengeleTOT,5,0.922,0.621,0.218,0.053,0.029,0.078,9,0.26
Mfiondu KabengeleLAC,13.1,0.613,0.218,0.335,0.055,0.005,0.387,2,0.278
Mfiondu KabengeleCLE,14.9,0.567,0.243,0.17,0.06,0.093,0.433,7,0.25
Frank KaminskyPHO,15.2,0.55,0.243,0.163,0.056,0.088,0.45,9,0.188
Luke KennardLAC,13.7,0.653,0.245,0.204,0.082,0.122,0.347,0,0.295
Louis KingSAC,19.9,0.4,0,0.2,0.067,0.133,0.6,2,0.364
Maxi KleberDAL,20.9,1,0,0,0,1,0,8,0.316
Nathan KnightATL,19.8,0.357,0,0.214,0.071,0.071,0.643,15,0.515
Kevin KnoxNYK,16.3,0.581,0.145,0.19,0.106,0.14,0.419,6,0.472
John KoncharMEM,13.8,0.633,0.325,0.141,0.073,0.094,0.367,8,0.464
Furkan KorkmazPHI,,,,,,,,10,0.249
Luke KornetTOT,12.1,0.5,0.5,0,0,0,0.5,13,0.186
Luke KornetCHI,18.3,0.433,0.07,0.235,0.113,0.015,0.567,1,0.174
Luke KornetBOS,22.2,0.237,0.079,0.034,0.045,0.079,0.763,12,0.194
Rodions KurucsTOT,6.2,0.897,0.564,0.282,0.051,0,0.103,2,0.238
Rodions KurucsBRK,6.6,0.913,0.478,0.391,0.043,0,0.087,0,0.5
Rodions KurucsHOU,9.7,0.667,0.667,0,0,0,0.333,2,0.267
Rodions KurucsMIL,3.2,1,0.7,0.2,0.1,0,0,0,0
Kyle KuzmaLAL,16.9,0.6,0.2,0.08,0.12,0.2,0.4,29,0.295
Anthony LambHOU,18.6,0.356,0.127,0.147,0.041,0.041,0.644,4,0.225
Jeremy LambIND,26.1,0,0,0,0,0,1,0,0.094
Romeo LangfordBOS,10.8,0.683,0.488,0.073,0.073,0.049,0.317,3,0.444
Zach LaVineCHI,9.4,0.723,0.476,0.192,0.033,0.023,0.277,53,0.145
Jake LaymanMIN,18.1,1,0,0,0,1,0,23,0.346
T.J. LeafPOR,13.4,0.605,0.218,0.295,0.064,0.029,0.395,1,
Jalen LecqueIND,13.3,0.632,0.276,0.188,0.103,0.066,0.368,0,0
Damion LeeGSW,11,0.784,0.294,0.255,0.098,0.137,0.216,2,0.309
Saben LeeDET,13.9,0.597,0.271,0.172,0.104,0.05,0.403,5,0.348
Alex LenTOT,13.7,0.582,0.243,0.215,0.088,0.036,0.418,75,0.64
Alex LenTOR,22.2,0.35,0,0,0.15,0.2,0.65,1,0.667
Alex LenWAS,23.6,0.3,0,0,0.1,0.2,0.7,74,0.632
Kawhi LeonardLAC,20.8,0.4,0,0,0.2,0.2,0.6,60,0.169
Meyers LeonardMIA,10.2,0.78,0.268,0.384,0.082,0.046,0.22,0,0
Caris LeVertTOT,10.1,0.889,0.333,0.111,0.333,0.111,0.111,17,0.143
Caris LeVertBRK,10,0.857,0.286,0.143,0.429,0,0.143,6,0.127
Caris LeVertIND,10.2,1,0.5,0,0,0.5,0,11,0.149
Kira Lewis Jr.NOP,7.4,0.891,0.489,0.241,0.06,0.102,0.109,4,0.183
Damian LillardPOR,8.9,0.687,0.549,0.128,0.005,0.005,0.313,19,0.038
Nassir LittlePOR,10.7,0.707,0.413,0.205,0.016,0.073,0.293,13,0.163
Kevon LooneyGSW,2.7,1,0.667,0.333,0,0,0,26,0.353
Brook LopezMIL,7.7,0.857,0.5,0.214,0.071,0.071,0.143,66,0.27
Robin LopezWAS,10.5,0.733,0.267,0.4,0.067,0,0.267,32,0.722
Didi LouzadaNOP,9.7,0.85,0.307,0.307,0.201,0.035,0.15,0,0.375
Kevin LoveCLE,15.2,0.629,0.1,0.241,0.243,0.045,0.371,0,0.103
Kyle LowryTOR,1.7,1,0.818,0.168,0.007,0.007,0,0,0.082
Timothé Luwawu-CabarrotBRK,1.8,1,0.798,0.191,0,0.011,0,3,0.351
Trey LylesSAS,1.6,1,0.852,0.13,0.019,0,0,2,0.175
Will MagnayNOP,14.7,0.608,0.22,0.21,0.065,0.113,0.393,0,0
Thon MakerCLE,13.8,0.612,0.269,0.179,0.09,0.075,0.388,1,0.5
Théo MaledonOKC,13.4,0.636,0.182,0.273,0.182,0,0.364,1,0.128
Karim ManéORL,13.9,0.607,0.286,0.161,0.071,0.089,0.393,0,0
Terance MannLAC,9.2,0.773,0.303,0.394,0.061,0.015,0.227,32,0.571
Nico MannionGSW,20.8,0.338,0.05,0.086,0.121,0.081,0.662,0,0.083
Boban Marjanovi?DAL,11,0.708,0.292,0.292,0.069,0.056,0.292,17,0
Lauri MarkkanenCHI,12.7,0.5,0.5,0,0,0,0.5,33,0.213
Naji MarshallNOP,11,0.714,0.286,0.3,0.071,0.057,0.286,6,0.482
Caleb MartinCHO,19.6,0.2,0,0.2,0,0,0.8,7,0.248
Cody MartinCHO,20.1,0.426,0.021,0.128,0.085,0.191,0.574,15,0.586
Jeremiah MartinCLE,18.1,0.377,0.167,0.132,0.045,0.033,0.623,0,0.25
Kelan MartinIND,19.9,0.28,0.164,0.051,0.04,0.025,0.72,3,0.233
Kenyon Martin Jr.HOU,19.4,0.32,0.28,0.04,0,0,0.68,63,0.292
Frank Mason IIIORL,5.7,0.852,0.591,0.25,0.011,0,0.148,0,0.2
Garrison MathewsWAS,18.5,0.365,0.153,0.106,0.059,0.047,0.635,1,0.323
Dakota MathiasPHI,20,0.3,0.125,0.075,0.075,0.025,0.7,0,0.269
Wesley MatthewsLAL,17.2,0.422,0.178,0.133,0.044,0.067,0.578,0,0.289
Tyrese MaxeyPHI,14.3,0.519,0.332,0.092,0.053,0.042,0.481,8,0.126
Skylar MaysATL,17.4,0.434,0.187,0.149,0.047,0.051,0.566,4,0.25
Patrick McCawTOR,7.2,0.815,0.519,0.222,0.074,0,0.185,0,
CJ McCollumPOR,7.7,0.8,0.6,0.2,0,0,0.2,2,0.143
T.J. McConnellIND,11.9,1,0,0,1,0,0,0,0.396
Jaden McDanielsMIN,6.9,0.81,0.524,0.238,0.048,0,0.19,32,0.338
Jalen McDanielsCHO,17.5,0.413,0.102,0.257,0.012,0.042,0.587,24,0.514
Doug McDermottIND,23.4,0,0,0,0,0,1,26,0.231
Sean McDermottMEM,11,0.676,0.341,0.276,0.043,0.015,0.324,4,0.364
JaVale McGeeTOT,14.8,0.599,0.167,0.26,0.108,0.065,0.401,44,0.167
JaVale McGeeCLE,27.1,0,0,0,0,0,1,33,0.2
JaVale McGeeDEN,17.4,0.51,0.089,0.202,0.147,0.072,0.49,11,0
Rodney McGruderDET,18,0.487,0.083,0.184,0.154,0.066,0.513,0,0.542
Alfonzo McKinnieLAL,16.3,0.555,0.101,0.235,0.134,0.084,0.445,8,0.333
Jordan McLaughlinMIN,13.3,0.564,0.368,0.152,0.025,0.02,0.436,4,0.25
Ben McLemoreTOT,14.4,0.555,0.204,0.241,0.079,0.031,0.445,4,0.236
Ben McLemoreHOU,14.5,0.549,0.207,0.239,0.076,0.027,0.451,2,0.235
Ben McLemoreLAL,12.3,0.714,0.143,0.286,0.143,0.143,0.286,2,0.237
Nicolò MelliTOT,15.2,0.599,0.264,0.103,0.086,0.147,0.401,5,0.224
Nicolò MelliNOP,14.4,0.521,0.301,0.123,0.055,0.041,0.479,0,0.162
Nicolò MelliDAL,16.4,0.512,0.188,0.146,0.091,0.086,0.488,5,0.271
De'Anthony MeltonMEM,11.2,0.661,0.379,0.232,0.04,0.011,0.339,12,0.213
Sam MerrillMIL,7,0.881,0.415,0.335,0.125,0.006,0.119,2,0.085
Chimezie MetuSAC,12.8,0.7,0.207,0.26,0.201,0.032,0.3,29,0.081
Khris MiddletonMIL,13,0.696,0.195,0.259,0.211,0.032,0.304,11,0.156
Darius MillerOKC,12.4,0.711,0.241,0.263,0.177,0.03,0.289,0,0.167
Patty MillsSAS,14.8,0.603,0.267,0.171,0.103,0.062,0.397,0,0.147
Paul MillsapDEN,,,,,,,,13,0.196
Shake MiltonPHI,17.9,0.486,0.239,0.071,0.074,0.101,0.514,0,0.182
Donovan MitchellUTA,14.9,0.511,0.283,0.14,0.038,0.051,0.489,14,0.104
Adam MokokaCHI,20.1,0.289,0.111,0.078,0.033,0.067,0.711,0,0.3
Malik MonkCHO,4.6,0.997,0.541,0.308,0.066,0.082,0.003,8,0.156
E'Twaun MoorePHO,13.2,0.595,0.298,0.198,0.084,0.015,0.405,1,0.2
Ja MorantMEM,6.2,0.97,0.281,0.618,0.055,0.015,0.03,46,0.104
Juwan MorganUTA,20,0.303,0.061,0.121,0.061,0.061,0.697,2,0.231
Marcus MorrisLAC,25.1,0,0,0,0,0,1,3,0.318
Markieff MorrisLAL,19.4,0.333,0.067,0.133,0.067,0.067,0.667,5,0.33
Monte MorrisDEN,19.7,0.373,0.113,0.1,0.084,0.076,0.627,1,0.276
Mychal MulderGSW,19.8,0.391,0.121,0.091,0.091,0.088,0.609,14,0.322
Dejounte MurraySAS,19.3,0.579,0.158,0.053,0,0.368,0.421,12,0.206
Jamal MurrayDEN,17.5,0.344,0.22,0.07,0.038,0.016,0.656,19,0.136
Mike MuscalaOKC,12.8,0.628,0.292,0.224,0.077,0.036,0.372,4,0.255
Svi MykhailiukTOT,13.2,0.62,0.284,0.216,0.073,0.047,0.38,14,0.223
Svi MykhailiukDET,11.8,0.646,0.309,0.242,0.084,0.011,0.354,0,0.152
Svi MykhailiukOKC,15.3,0.527,0.117,0.334,0.054,0.022,0.473,14,0.308
Abdel NaderPHO,13.3,0.548,0.409,0.104,0.026,0.009,0.452,6,0.349
Larry Nance Jr.CLE,12.3,0.699,0.313,0.18,0.138,0.068,0.301,42,0.281
Aaron NesmithBOS,16.7,0.537,0.102,0.264,0.094,0.078,0.463,4,0.398
Raul NetoWAS,7,0.943,0.329,0.414,0.171,0.029,0.057,0,0.274
Georges NiangUTA,16.5,0.459,0.226,0.144,0.061,0.028,0.541,2,0.36
Zeke NnajiDEN,12.8,0.61,0.32,0.193,0.071,0.026,0.39,6,0.407
Nerlens NoelNYK,12.6,0.622,0.373,0.146,0.034,0.068,0.378,76,0.333
Jaylen NowellMIN,12.1,0.624,0.39,0.137,0.045,0.052,0.376,5,0.193
Frank NtilikinaNYK,15.4,0.561,0.234,0.123,0.088,0.117,0.439,0,0.354
Kendrick NunnMIA,15.4,0.56,0.238,0.119,0.083,0.119,0.44,12,0.188
James NunnallyNOP,14.4,0.667,0,0.333,0.333,0,0.333,0,0.5
Jusuf Nurki?POR,9.8,0.679,0.455,0.222,0.002,0,0.321,28,0
David NwabaHOU,22.5,0.163,0.104,0.041,0.009,0.009,0.837,12,0.46
Jordan NworaMIL,25.1,0,0,0,0,0,1,1,0.194
Royce O'NealeUTA,19.1,0.286,0.155,0.091,0.041,0,0.714,18,0.306
Semi OjeleyeBOS,12.9,0.689,0.258,0.237,0.121,0.073,0.311,6,0.462
Jahlil OkaforDET,12.1,0.609,0.422,0.109,0.016,0.063,0.391,11,0.111
Chuma OkekeORL,19.1,0.37,0.139,0.093,0.019,0.12,0.63,7,0.149
Josh OkogieMIN,16.5,0.5,0.333,0,0,0.167,0.5,16,0.398
Onyeka OkongwuATL,16,1,0,0,0,1,0,32,0.333
Isaac OkoroCLE,16.6,0.4,0.4,0,0,0,0.6,32,0.383
KZ OkpalaMIA,16.2,0.597,0.127,0.183,0.162,0.125,0.403,4,0.52
Victor OladipoTOT,16.7,0.565,0.126,0.165,0.155,0.119,0.435,14,0.151
Victor OladipoIND,15.6,0.639,0.128,0.206,0.172,0.132,0.361,4,0.087
Victor OladipoHOU,10,0.841,0.274,0.332,0.173,0.063,0.159,7,0.157
Victor OladipoMIA,13.8,0.545,0.283,0.179,0.054,0.029,0.455,3,0.353
Cameron OliverHOU,13.4,0.575,0.283,0.224,0.051,0.016,0.425,5,0
Kelly OlynykTOT,16.6,0.449,0.176,0.185,0.06,0.028,0.551,20,0.158
Kelly OlynykMIA,4.3,0.98,0.535,0.371,0.052,0.022,0.02,10,0.185
Kelly OlynykHOU,13,0.571,0.357,0.143,0,0.071,0.429,10,0.104
Miye OniUTA,18.2,0.351,0.169,0.12,0.044,0.018,0.649,2,0.568
Cedi OsmanCLE,14.1,0.557,0.311,0.082,0.082,0.082,0.443,7,0.191
Daniel OturuLAC,21.9,0.5,0,0,0,0.5,0.5,5,0.2
Kelly Oubre Jr.GSW,13.3,0.575,0.29,0.23,0.05,0.005,0.425,84,0.354
Jabari ParkerTOT,21.9,0.226,0.091,0.033,0.006,0.096,0.774,10,0.182
Jabari ParkerSAC,17.2,0.465,0.167,0.164,0.068,0.066,0.535,0,0
Jabari ParkerBOS,24.4,0.042,0.042,0,0,0,0.958,10,0.2
Eric PaschallGSW,14,0.586,0.229,0.223,0.085,0.049,0.414,22,0.204
Anžejs Pase??iksWAS,17.3,0.575,0.104,0.14,0.189,0.142,0.425,0,0
Patrick PattersonLAC,,,,,,,,7,0.446
Justin PattonHOU,21.4,0.285,0.064,0.037,0.065,0.118,0.715,7,0.5
Chris PaulPHO,10.9,0.696,0.357,0.243,0.087,0.009,0.304,0,0.097
Cameron PaynePHO,11.1,0.682,0.376,0.212,0.082,0.012,0.318,0,0.133
Elfrid PaytonNYK,10.2,0.733,0.3,0.333,0.1,0,0.267,7,0.398
Gary Payton IIGSW,13.4,0.67,0.199,0.278,0.136,0.057,0.33,2,0.75
Norvel PelleTOT,15.6,0.62,0.189,0.154,0.108,0.17,0.38,4,
Norvel PelleBRK,16.7,0.525,0.14,0.236,0.077,0.072,0.475,2,
Norvel PelleSAC,8.4,0.889,0.364,0.307,0.143,0.075,0.111,0,
Norvel PelleNYK,16.3,0.465,0.229,0.162,0.034,0.04,0.535,2,
Reggie PerryBRK,3.1,1,0.632,0.351,0,0.018,0,7,0.19
Theo PinsonNYK,3.7,1,0.545,0.409,0,0.045,0,0,0
Mason PlumleeDET,2.3,1,0.75,0.25,0,0,0,99,0.571
Jakob PoeltlSAS,3,1,0.636,0.364,0,0,0,40,
Vincent PoirierPHI,2.5,1,0.8,0.2,0,0,0,0,0
Aleksej PokusevskiOKC,17.5,0.399,0.213,0.082,0.049,0.055,0.601,11,0.193
Jordan PooleGSW,16.4,0.725,0.098,0.137,0.176,0.314,0.275,11,0.109
Jontay PorterMEM,25.1,0,0,0,0,0,1,1,0
Kevin Porter Jr.HOU,10.3,0.782,0.332,0.291,0.135,0.025,0.218,18,0.137
Michael Porter Jr.DEN,17.1,0.333,0.333,0,0,0,0.667,75,0.23
Otto Porter Jr.TOT,17.1,0.333,0.333,0,0,0,0.667,1,0.288
Otto Porter Jr.CHI,,,,,,,,1,0.316
Otto Porter Jr.ORL,11.6,0.667,0.5,0.167,0,0,0.333,0,0
Bobby PortisMIL,17.6,0.602,0.046,0.145,0.24,0.171,0.398,27,0.382
Kristaps Porzi??isDAL,14.8,0.658,0.14,0.175,0.228,0.114,0.342,59,0.062
Dwight PowellDAL,16.1,0.594,0.155,0.137,0.132,0.169,0.406,58,0
Norman PowellTOT,13,1,0,0,1,0,0,32,0.317
Norman PowellTOR,19.7,0.299,0.117,0.104,0.026,0.052,0.701,19,0.327
Norman PowellPOR,19.4,0.313,0.134,0.104,0.03,0.045,0.687,13,0.299
Taurean PrinceTOT,22.2,0.2,0,0.1,0,0.1,0.8,7,0.284
Taurean PrinceBRK,,,,,,,,2,0.27
Taurean PrinceCLE,18.5,0.329,0.199,0.087,0.018,0.025,0.671,5,0.288
Payton PritchardBOS,12.7,0.763,0.214,0.206,0.226,0.116,0.237,0,0.153
Immanuel QuickleyNYK,19.6,0.343,0.129,0.097,0.089,0.028,0.657,3,0.079
Jahmi'us RamseySAC,17,0.427,0.218,0.098,0.06,0.051,0.573,2,0.263
Chasson RandleORL,12.9,0.6,0.314,0.286,0,0,0.4,0,0.138
Julius RandleNYK,9.9,0.717,0.466,0.17,0.057,0.024,0.283,25,0.219
Cam ReddishATL,10.5,0.687,0.449,0.162,0.051,0.025,0.313,11,0.27
J.J. RedickTOT,7.6,0.837,0.531,0.204,0.082,0.02,0.163,0,0.18
J.J. RedickNOP,8,0.889,0.389,0.333,0.111,0.056,0.111,0,0.207
J.J. RedickDAL,18.4,0.368,0.126,0.154,0.033,0.055,0.632,0,0.079
Paul ReedPHI,12,0.728,0.231,0.313,0.159,0.025,0.272,14,0.333
Naz ReidMIN,14.8,0.8,0.2,0,0.4,0.2,0.2,43,0.224
Cameron ReynoldsTOT,19.1,0.313,0.119,0.153,0.032,0.009,0.687,1,0.5
Cameron ReynoldsSAS,12.7,0.612,0.358,0.239,0,0.015,0.388,0,
Cameron ReynoldsHOU,13.1,0.57,0.355,0.156,0.005,0.054,0.43,1,0.5
Nick RichardsCHO,5.9,0.95,0.533,0.25,0.167,0,0.05,3,0
Josh RichardsonDAL,14.1,0.613,0.203,0.225,0.143,0.041,0.387,5,0.18
Grant RillerCHO,17.5,0.502,0.117,0.157,0.094,0.135,0.498,0,0.25
Austin RiversTOT,5.9,0.907,0.49,0.35,0.03,0.037,0.093,0,0.208
Austin RiversNYK,9,0.722,0.511,0.193,0.017,0,0.278,0,0.195
Austin RiversDEN,16.8,0.509,0.188,0.13,0.097,0.093,0.491,0,0.222
Andre RobersonBRK,18.7,0.311,0.194,0.106,0.011,0,0.689,0,0.5
Duncan RobinsonMIA,16.5,0.495,0.091,0.263,0.141,0,0.505,4,0.186
Glenn Robinson IIISAC,17.9,0.414,0.086,0.229,0.1,0,0.586,2,0.591
Jerome RobinsonWAS,13.2,0.69,0.103,0.345,0.241,0,0.31,1,0.262
Justin RobinsonOKC,18.6,0.355,0.137,0.139,0.045,0.033,0.645,0,0.143
Mitchell RobinsonNYK,12.3,0.548,0.365,0.173,0.01,0,0.452,84,
Isaiah RobyOKC,2.7,1,0.677,0.296,0.027,0,0,44,0.174
Rajon RondoTOT,10.4,0.636,0.487,0.123,0.009,0.016,0.364,0,0.112
Rajon RondoATL,12,0.623,0.319,0.232,0.058,0.014,0.377,0,0.133
Rajon RondoLAC,16.9,0.507,0.247,0.096,0.082,0.082,0.493,0,0.091
Derrick RoseTOT,7.8,0.8,0.6,0.133,0,0.067,0.2,0,0.147
Derrick RoseDET,14.2,0.584,0.301,0.175,0.045,0.063,0.416,0,0.103
Derrick RoseNYK,17.7,0.6,0,0.2,0.2,0.2,0.4,0,0.167
Terrence RossORL,21.8,0.111,0.111,0,0,0,0.889,11,0.106
Terry RozierCHO,17.9,0.372,0.227,0.107,0.017,0.021,0.628,12,0.243
Ricky RubioMIN,6.8,0.833,0.5,0.333,0,0,0.167,1,0.327
D'Angelo RussellMIN,16.9,0.407,0.231,0.121,0.042,0.013,0.593,1,0.084
Domantas SabonisIND,23.7,0.333,0,0,0,0.333,0.667,39,0.049
Luka Šamani?SAS,4,1,0,1,0,0,0,4,0.093
JaKarr SampsonIND,17.8,0.435,0.109,0.239,0.043,0.043,0.565,6,0.6
Dario Šari?PHO,16.6,0.579,0.211,0.184,0.026,0.158,0.421,0,0.119
Tomáš SatoranskýCHI,13.4,0.54,0.315,0.183,0.034,0.009,0.46,11,0.305
Dennis SchröderLAL,16.4,0.73,0.034,0.158,0.346,0.192,0.27,1,0.142
Mike ScottPHI,13.8,0.641,0.187,0.3,0.112,0.041,0.359,1,0.277
Jay ScrubbLAC,8,0.897,0.263,0.491,0.097,0.046,0.103,1,0.333
Collin SextonCLE,10.4,0.651,0.398,0.244,0.003,0.006,0.349,9,0.102
Landry ShametBRK,0.4,1,1,0,0,0,0,8,0.282
Iman ShumpertBRK,10.5,0.797,0.342,0.266,0.089,0.101,0.203,0,0
Pascal SiakamTOR,10.4,0.795,0.346,0.269,0.09,0.09,0.205,36,0.215
Chris SilvaTOT,20.1,1,0,0,0,1,0,4,0
Chris SilvaMIA,21.1,0.22,0.04,0.16,0,0.02,0.78,4,0
Chris SilvaSAC,21.9,0.231,0.051,0.077,0.026,0.077,0.769,0,
Ben SimmonsPHI,3.1,0.994,0.681,0.266,0.044,0.003,0.006,85,0.3
Anfernee SimonsPOR,4.7,0.998,0.471,0.391,0.133,0.005,0.002,3,0.152
Deividas SirvydisDET,14.6,0.568,0.2,0.248,0.07,0.05,0.432,0,0.393
Alen Smailagi?GSW,15,0.438,0.25,0.125,0.063,0,0.563,0,0.3
Marcus SmartBOS,17.8,0.452,0.142,0.182,0.066,0.061,0.548,1,0.131
Dennis Smith Jr.TOT,16.5,0.489,0.203,0.157,0.058,0.071,0.511,2,0.052
Dennis Smith Jr.NYK,17.2,0.534,0.165,0.097,0.107,0.165,0.466,0,0
Dennis Smith Jr.DET,16.7,0.481,0.161,0.163,0.087,0.07,0.519,2,0.056
Ish SmithWAS,14.5,0.612,0.219,0.185,0.126,0.082,0.388,1,0.388
Jalen SmithPHO,14.3,0.671,0.214,0.183,0.186,0.089,0.329,8,0.353
Tony SnellATL,14.3,0.659,0.23,0.161,0.191,0.077,0.341,2,0.45
Ray SpaldingHOU,14.3,0.695,0.181,0.224,0.178,0.112,0.305,0,1
Cassius StanleyIND,8.3,0.818,0.364,0.273,0.182,0,0.182,3,0.154
Lamar StevensCLE,4.6,0.908,0.708,0.16,0.02,0.02,0.092,17,0.32
Isaiah StewartDET,13.5,0.647,0.353,0.176,0,0.118,0.353,37,0.079
Max StrusMIA,14.4,0.582,0.256,0.179,0.058,0.089,0.418,5,0.25
Edmond SumnerIND,14.4,0.577,0.264,0.172,0.052,0.09,0.423,18,0.386
Jae'Sean TateHOU,14.2,0.619,0.19,0.238,0.111,0.079,0.381,27,0.405
Jayson TatumBOS,15.9,0.493,0.2,0.178,0.07,0.044,0.507,55,0.136
Jeff TeagueTOT,17.2,0.413,0.174,0.138,0.062,0.038,0.587,1,0.183
Jeff TeagueBOS,20.6,0.343,0.094,0.091,0.062,0.097,0.657,0,0.196
Jeff TeagueMIL,19.6,0.273,0.242,0.03,0,0,0.727,1,0.154
Garrett TempleCHI,5.4,1,0.447,0.368,0.132,0.053,0,0,0.47
Tyrell TerryDAL,18.4,0.453,0.09,0.167,0.13,0.066,0.547,0,0
Daniel TheisTOT,12.4,0.69,0.31,0.224,0.069,0.086,0.31,71,0.217
Daniel TheisBOS,13.8,0.687,0.254,0.152,0.137,0.144,0.313,41,0.221
Daniel TheisCHI,16.6,0.475,0.211,0.157,0.066,0.041,0.525,30,0.211
Brodric ThomasTOT,15.7,0.549,0.211,0.125,0.108,0.105,0.451,6,0.22
Brodric ThomasHOU,15.8,0.554,0.21,0.111,0.12,0.114,0.446,0,0
Brodric ThomasCLE,15.1,0.523,0.215,0.2,0.046,0.062,0.477,6,0.245
Isaiah ThomasNOP,18,0.466,0.099,0.161,0.075,0.13,0.534,0,0.083
Khyri ThomasHOU,5.4,0.917,0.625,0.219,0.042,0.031,0.083,2,0.259
Matt ThomasTOT,10.6,0.651,0.399,0.244,0.008,0,0.349,0,0.213
Matt ThomasTOR,2.7,1,0.689,0.278,0.033,0,0,0,0.195
Matt ThomasUTA,17.2,0.539,0.109,0.154,0.178,0.099,0.461,0,0.231
Tristan ThompsonBOS,17.1,0.545,0.108,0.155,0.175,0.108,0.455,26,0
Sindarius ThornwellTOT,17.4,0.529,0.11,0.152,0.183,0.084,0.471,2,0.391
Sindarius ThornwellNOP,17.9,0.34,0.16,0.151,0.02,0.009,0.66,1,0.667
Sindarius ThornwellORL,22.7,0.14,0.077,0.039,0.012,0.012,0.86,1,0.214
Matisse ThybullePHI,21.4,0.344,0.065,0.075,0.118,0.086,0.656,27,0.434
Killian TillieMEM,20.9,0.351,0.088,0.07,0.14,0.053,0.649,0,0.303
Xavier Tillman Sr.MEM,16.2,0.625,0,0.25,0.25,0.125,0.375,26,0.523
Anthony TolliverPHI,23.7,0.25,0.036,0.036,0.036,0.143,0.75,0,0.214
Obi ToppinNYK,1.2,1,0.918,0.082,0,0,0,34,0.412
Juan Toscano-AndersonGSW,15.3,0.491,0.244,0.151,0.062,0.034,0.509,26,0.304
Axel ToupaneMIL,10.8,0.693,0.319,0.328,0.031,0.015,0.307,0,0.5
